id,image,espece,caste,device
1109,CEN187839_S2,pratorum,worker,S2
1110,CEN187839_S3,pratorum,worker,S3
1111,N205_P1,pratorum,worker,P1
1112,N205_P2,pratorum,worker,P2
1113,N205_P3,pratorum,worker,P3
1114,N205_S1,pratorum,worker,S1
1115,N205_S2,pratorum,worker,S2
1116,N205_S3,pratorum,worker,S3
1117,N407_P1,pratorum,worker,P1
1118,N407_P2,pratorum,worker,P2
1119,N407_P3,pratorum,worker,P3
1120,N407_S1,pratorum,worker,S1
1121,N407_S2,pratorum,worker,S2
1122,N407_S3,pratorum,worker,S3
1123,OPPO.2021.03276_P1,pratorum,worker,P1
1124,OPPO.2021.03276_P2,pratorum,worker,P2
1125,OPPO.2021.03276_S1,pratorum,worker,S1
1126,OPPO.2021.03276_S2,pratorum,worker,S2
1127,OPPO.2021.03276_S3,pratorum,worker,S3
1128,POLLINIS4393_P1,pratorum,worker,P1
1129,POLLINIS4393_P2,pratorum,worker,P2
1130,POLLINIS4393_S1,pratorum,worker,S1
1131,POLLINIS4393_S2,pratorum,worker,S2
1132,POLLINIS4393_S3,pratorum,worker,S3
1133,2020.00254_P1,pyrenaeus,male,P1
1134,2020.00254_P2,pyrenaeus,male,P2
1135,2020.00254_S1,pyrenaeus,male,S1
1136,2020.00254_S2,pyrenaeus,male,S2
1137,2020.00254_S3,pyrenaeus,male,S3
1138,2020.03936_P1,pyrenaeus,male,P1
1139,2020.03936_P2,pyrenaeus,male,P2
1140,2020.03936_S1,pyrenaeus,male,S1
1141,2020.03936_S2,pyrenaeus,male,S2
1142,2020.03936_S3,pyrenaeus,male,S3
1143,CD388821b_P1,pyrenaeus,male,P1
1144,CD388821b_P2,pyrenaeus,male,P2
1145,CD388821b_S1,pyrenaeus,male,S1
1146,CD388821b_S2,pyrenaeus,male,S2
1147,CD388821b_S3,pyrenaeus,male,S3
1148,CD388821c_P1,pyrenaeus,male,P1
1149,CD388821c_P2,pyrenaeus,male,P2
1150,CD388821c_S1,pyrenaeus,male,S1
1151,CD388821c_S2,pyrenaeus,male,S2
1152,CD388821c_S3,pyrenaeus,male,S3
1153,CD388821d_P1,pyrenaeus,male,P1
1154,CD388821d_P2,pyrenaeus,male,P2
1155,CD388821d_S1,pyrenaeus,male,S1
1156,CD388821d_S2,pyrenaeus,male,S2
1157,CD388821d_S3,pyrenaeus,male,S3
1158,FR04ABOM220722061_P1,pyrenaeus,male,P1
1159,FR04ABOM220722061_P2,pyrenaeus,male,P2
1160,FR04ABOM220722061_S1,pyrenaeus,male,S1
1161,FR04ABOM220722061_S2,pyrenaeus,male,S2
1162,FR04ABOM220722061_S3,pyrenaeus,male,S3
1163,FR73ABOM120722002_P1,pyrenaeus,male,P1
1164,FR73ABOM120722002_P2,pyrenaeus,male,P2
1165,FR73ABOM120722002_S1,pyrenaeus,male,S1
1166,FR73ABOM120722002_S2,pyrenaeus,male,S2
1167,FR73ABOM120722002_S3,pyrenaeus,male,S3
1168,FR73ABOM120722072_P1,pyrenaeus,male,P1
1169,FR73ABOM120722072_P2,pyrenaeus,male,P2
1170,FR73ABOM120722072_S1,pyrenaeus,male,S1
1171,FR73ABOM120722072_S2,pyrenaeus,male,S2
1172,FR73ABOM120722072_S3,pyrenaeus,male,S3
1173,FR73ABOM130722007_P1,pyrenaeus,male,P1
1174,FR73ABOM130722007_P2,pyrenaeus,male,P2
1175,FR73ABOM130722007_S1,pyrenaeus,male,S1
1176,FR73ABOM130722007_S2,pyrenaeus,male,S2
1177,FR73ABOM130722007_S3,pyrenaeus,male,S3
1178,FR73ABOM130722009_P1,pyrenaeus,male,P1
1179,FR73ABOM130722009_P2,pyrenaeus,male,P2
1180,FR73ABOM130722009_S1,pyrenaeus,male,S1
1181,FR73ABOM130722009_S2,pyrenaeus,male,S2
1182,FR73ABOM130722009_S3,pyrenaeus,male,S3
1183,FR73ABOM130722018_P1,pyrenaeus,male,P1
1184,FR73ABOM130722018_P2,pyrenaeus,male,P2
1185,FR73ABOM130722018_S1,pyrenaeus,male,S1
1186,FR73ABOM130722018_S2,pyrenaeus,male,S2
1187,FR73ABOM130722018_S3,pyrenaeus,male,S3
1188,FR73ABOM130722020_P1,pyrenaeus,male,P1
1189,FR73ABOM130722020_P2,pyrenaeus,male,P2
1190,FR73ABOM130722020_S1,pyrenaeus,male,S1
1191,FR73ABOM130722020_S2,pyrenaeus,male,S2
1192,FR73ABOM130722020_S3,pyrenaeus,male,S3
1193,FR73ABOM130722021_P1,pyrenaeus,male,P1
1194,FR73ABOM130722021_P2,pyrenaeus,male,P2
1195,FR73ABOM130722021_S1,pyrenaeus,male,S1
1196,FR73ABOM130722021_S2,pyrenaeus,male,S2
1197,FR73ABOM130722021_S3,pyrenaeus,male,S3
1198,FR73ABOM130722030_P1,pyrenaeus,male,P1
1199,FR73ABOM130722030_P2,pyrenaeus,male,P2
1200,FR73ABOM130722030_S1,pyrenaeus,male,S1
1201,FR73ABOM130722030_S2,pyrenaeus,male,S2
1202,FR73ABOM130722030_S3,pyrenaeus,male,S3
1203,FR73ABOM130722040_P1,pyrenaeus,male,P1
1204,FR73ABOM130722040_P2,pyrenaeus,male,P2
1205,FR73ABOM130722040_S1,pyrenaeus,male,S1
1206,FR73ABOM130722040_S2,pyrenaeus,male,S2
1207,FR73ABOM130722040_S3,pyrenaeus,male,S3
1208,FR73ABOM130722062_P1,pyrenaeus,male,P1
1209,FR73ABOM130722062_P2,pyrenaeus,male,P2
1210,FR73ABOM130722062_S1,pyrenaeus,male,S1
1211,FR73ABOM130722062_S2,pyrenaeus,male,S2
1212,FR73ABOM130722062_S3,pyrenaeus,male,S3
1213,FR73ABOM130722063_P1,pyrenaeus,male,P1
1214,FR73ABOM130722063_P2,pyrenaeus,male,P2
1215,FR73ABOM130722063_S1,pyrenaeus,male,S1
1216,FR73ABOM130722063_S2,pyrenaeus,male,S2
1217,FR73ABOM130722063_S3,pyrenaeus,male,S3
1218,FR73ABOM130722064_P1,pyrenaeus,male,P1
1219,FR73ABOM130722064_P2,pyrenaeus,male,P2
1220,FR73ABOM130722064_S1,pyrenaeus,male,S1
1221,FR73ABOM130722064_S2,pyrenaeus,male,S2
1222,FR73ABOM130722064_S3,pyrenaeus,male,S3
1223,FR73ABOM130722065_P1,pyrenaeus,male,P1
1224,FR73ABOM130722065_P2,pyrenaeus,male,P2
1225,FR73ABOM130722065_S1,pyrenaeus,male,S1
1226,FR73ABOM130722065_S2,pyrenaeus,male,S2
1227,FR73ABOM130722065_S3,pyrenaeus,male,S3
1228,FR73ABOM130722066_P1,pyrenaeus,male,P1
1229,FR73ABOM130722066_P2,pyrenaeus,male,P2
1230,FR73ABOM130722066_S1,pyrenaeus,male,S1
1231,FR73ABOM130722066_S2,pyrenaeus,male,S2
1232,FR73ABOM130722066_S3,pyrenaeus,male,S3
1233,FR73ABOM130722067_P1,pyrenaeus,male,P1
1234,FR73ABOM130722067_P2,pyrenaeus,male,P2
1235,FR73ABOM130722067_S1,pyrenaeus,male,S1
1236,FR73ABOM130722067_S2,pyrenaeus,male,S2
1237,FR73ABOM130722067_S3,pyrenaeus,male,S3
1238,FR73ABOM200722019_P1,pyrenaeus,male,P1
1239,FR73ABOM200722019_P2,pyrenaeus,male,P2
1240,FR73ABOM200722019_S1,pyrenaeus,male,S1
1241,FR73ABOM200722019_S2,pyrenaeus,male,S2
1242,FR73ABOM200722019_S3,pyrenaeus,male,S3
1243,FR73ABOM200722028_P1,pyrenaeus,male,P1
1244,FR73ABOM200722028_P2,pyrenaeus,male,P2
1245,FR73ABOM200722028_S1,pyrenaeus,male,S1
1246,FR73ABOM200722028_S2,pyrenaeus,male,S2
1247,FR73ABOM200722028_S3,pyrenaeus,male,S3
1248,FR73ABOM200722029_P1,pyrenaeus,male,P1
1249,FR73ABOM200722029_P2,pyrenaeus,male,P2
1250,FR73ABOM200722029_S1,pyrenaeus,male,S1
1251,FR73ABOM200722029_S2,pyrenaeus,male,S2
1252,FR73ABOM200722029_S3,pyrenaeus,male,S3
1253,FR04ABOM220722089_P1,pyrenaeus,queen,P1
1254,FR04ABOM220722089_P2,pyrenaeus,queen,P2
1255,FR04ABOM220722089_S1,pyrenaeus,queen,S1
1256,FR04ABOM220722089_S2,pyrenaeus,queen,S2
1257,FR04ABOM220722089_S3,pyrenaeus,queen,S3
1258,ABAURA8206_P1,pyrenaeus,worker,P1
1259,ABAURA8206_P2,pyrenaeus,worker,P2
1260,ABAURA8206_S1,pyrenaeus,worker,S1
1261,ABAURA8206_S2,pyrenaeus,worker,S2
1262,ABAURA8206_S3,pyrenaeus,worker,S3
1263,ABAURA8212_P1,pyrenaeus,worker,P1
1264,ABAURA8212_P2,pyrenaeus,worker,P2
1265,ABAURA8212_S1,pyrenaeus,worker,S1
1266,ABAURA8212_S2,pyrenaeus,worker,S2
1267,ABAURA8212_S3,pyrenaeus,worker,S3
1268,ABAURA8228b_P1,pyrenaeus,worker,P1
1269,ABAURA8228b_P2,pyrenaeus,worker,P2
1270,ABAURA8228b_S1,pyrenaeus,worker,S1
1271,ABAURA8228b_S2,pyrenaeus,worker,S2
1272,ABAURA8228b_S3,pyrenaeus,worker,S3
1273,ABAURA8240d_P1,pyrenaeus,worker,P1
1274,ABAURA8240d_P2,pyrenaeus,worker,P2
1275,ABAURA8240d_S1,pyrenaeus,worker,S1
1276,ABAURA8240d_S2,pyrenaeus,worker,S2
1277,ABAURA8240d_S3,pyrenaeus,worker,S3
1278,CD388623e_P1,pyrenaeus,worker,P1
1279,CD388623e_P2,pyrenaeus,worker,P2
1280,CD388623e_S1,pyrenaeus,worker,S1
1281,CD388623e_S2,pyrenaeus,worker,S2
1282,CD388623e_S3,pyrenaeus,worker,S3
1283,CD388861b_P1,pyrenaeus,worker,P1
1284,CD388861b_P2,pyrenaeus,worker,P2
1285,CD388861b_S1,pyrenaeus,worker,S1
1286,CD388861b_S2,pyrenaeus,worker,S2
1287,CD388861b_S3,pyrenaeus,worker,S3
1288,FR04ABOM220722031_P1,pyrenaeus,worker,P1
1289,FR04ABOM220722031_P2,pyrenaeus,worker,P2
1290,FR04ABOM220722031_S1,pyrenaeus,worker,S1
1291,FR04ABOM220722031_S2,pyrenaeus,worker,S2
1292,FR04ABOM220722031_S3,pyrenaeus,worker,S3
1293,FR04ABOM220722092_P1,pyrenaeus,worker,P1
1294,FR04ABOM220722092_P2,pyrenaeus,worker,P2
1295,FR04ABOM220722092_S1,pyrenaeus,worker,S1
1296,FR04ABOM220722092_S2,pyrenaeus,worker,S2
1297,FR04ABOM220722092_S3,pyrenaeus,worker,S3
1298,FR73ABOM120722021_P1,pyrenaeus,worker,P1
1299,FR73ABOM120722021_P2,pyrenaeus,worker,P2
1300,FR73ABOM120722021_S1,pyrenaeus,worker,S1
1301,FR73ABOM120722021_S2,pyrenaeus,worker,S2
1302,FR73ABOM120722021_S3,pyrenaeus,worker,S3
1303,FR73ABOM120722042_P1,pyrenaeus,worker,P1
1304,FR73ABOM120722042_P2,pyrenaeus,worker,P2
1305,FR73ABOM120722042_S1,pyrenaeus,worker,S1
1306,FR73ABOM120722042_S2,pyrenaeus,worker,S2
1307,FR73ABOM120722042_S3,pyrenaeus,worker,S3
1308,FR73ABOM120722103_P1,pyrenaeus,worker,P1
1309,FR73ABOM120722103_P2,pyrenaeus,worker,P2
1310,FR73ABOM120722103_S1,pyrenaeus,worker,S1
1311,FR73ABOM120722103_S2,pyrenaeus,worker,S2
1312,FR73ABOM120722103_S3,pyrenaeus,worker,S3
1313,FR73ABOM130722004_P1,pyrenaeus,worker,P1
1314,FR73ABOM130722004_P2,pyrenaeus,worker,P2
1315,FR73ABOM130722004_S1,pyrenaeus,worker,S1
1316,FR73ABOM130722004_S2,pyrenaeus,worker,S2
1317,FR73ABOM130722004_S3,pyrenaeus,worker,S3
1318,FR73ABOM130722005_P1,pyrenaeus,worker,P1
1319,FR73ABOM130722005_P2,pyrenaeus,worker,P2
1320,FR73ABOM130722005_S1,pyrenaeus,worker,S1
1321,FR73ABOM130722005_S2,pyrenaeus,worker,S2
1322,FR73ABOM130722005_S3,pyrenaeus,worker,S3
1323,FR73ABOM130722006_P1,pyrenaeus,worker,P1
1324,FR73ABOM130722006_P2,pyrenaeus,worker,P2
1325,FR73ABOM130722006_S1,pyrenaeus,worker,S1
1326,FR73ABOM130722006_S2,pyrenaeus,worker,S2
1327,FR73ABOM130722006_S3,pyrenaeus,worker,S3
1328,FR73ABOM130722027_P1,pyrenaeus,worker,P1
1329,FR73ABOM130722027_P2,pyrenaeus,worker,P2
1330,FR73ABOM130722027_S1,pyrenaeus,worker,S1
1331,FR73ABOM130722027_S2,pyrenaeus,worker,S2
1332,FR73ABOM130722027_S3,pyrenaeus,worker,S3
1333,FR73ABOM130722046_P1,pyrenaeus,worker,P1
1334,FR73ABOM130722046_P2,pyrenaeus,worker,P2
1335,FR73ABOM130722046_S1,pyrenaeus,worker,S1
1336,FR73ABOM130722046_S2,pyrenaeus,worker,S2
1337,FR73ABOM130722046_S3,pyrenaeus,worker,S3
1338,FR73ABOM140722039_P1,pyrenaeus,worker,P1
1339,FR73ABOM140722039_P2,pyrenaeus,worker,P2
1340,FR73ABOM140722039_S1,pyrenaeus,worker,S1
1341,FR73ABOM140722039_S2,pyrenaeus,worker,S2
1342,FR73ABOM140722039_S3,pyrenaeus,worker,S3
1343,FR73ABOM200722034_P1,pyrenaeus,worker,P1
1344,FR73ABOM200722034_P2,pyrenaeus,worker,P2
1345,FR73ABOM200722034_S1,pyrenaeus,worker,S1
1346,FR73ABOM200722034_S2,pyrenaeus,worker,S2
1347,FR73ABOM200722034_S3,pyrenaeus,worker,S3
1348,FR73ABOM200722037_P1,pyrenaeus,worker,P1
1349,FR73ABOM200722037_P2,pyrenaeus,worker,P2
1350,FR73ABOM200722037_S1,pyrenaeus,worker,S1
1351,FR73ABOM200722037_S2,pyrenaeus,worker,S2
1352,FR73ABOM200722037_S3,pyrenaeus,worker,S3
1353,FR73ABOM200722038_P1,pyrenaeus,worker,P1
1354,FR73ABOM200722038_P2,pyrenaeus,worker,P2
1355,FR73ABOM200722038_S1,pyrenaeus,worker,S1
1356,FR73ABOM200722038_S2,pyrenaeus,worker,S2
1357,FR73ABOM200722038_S3,pyrenaeus,worker,S3
1358,FR73ABOM200722039_P1,pyrenaeus,worker,P1
1359,FR73ABOM200722039_P2,pyrenaeus,worker,P2
1360,FR73ABOM200722039_S1,pyrenaeus,worker,S1
1361,FR73ABOM200722039_S2,pyrenaeus,worker,S2
1362,FR73ABOM200722039_S3,pyrenaeus,worker,S3
1363,FR73ABOM200722040_P1,pyrenaeus,worker,P1
1364,FR73ABOM200722040_P2,pyrenaeus,worker,P2
1365,FR73ABOM200722040_S1,pyrenaeus,worker,S1
1366,FR73ABOM200722040_S2,pyrenaeus,worker,S2
1367,FR73ABOM200722040_S3,pyrenaeus,worker,S3
1368,FR73ABOM200722041_P1,pyrenaeus,worker,P1
1369,FR73ABOM200722041_P2,pyrenaeus,worker,P2
1370,FR73ABOM200722041_S1,pyrenaeus,worker,S1
1371,FR73ABOM200722041_S2,pyrenaeus,worker,S2
1372,FR73ABOM200722041_S3,pyrenaeus,worker,S3
1373,ABAURA8204_P1,ruderarius,male,P1
1374,ABAURA8204_P2,ruderarius,male,P2
1375,ABAURA8204_S1,ruderarius,male,S1
1376,ABAURA8204_S2,ruderarius,male,S2
1377,ABAURA8204_S3,ruderarius,male,S3
1378,ABAURA8595_P1,ruderarius,male,P1
1379,ABAURA8595_P2,ruderarius,male,P2
1380,ABAURA8595_S1,ruderarius,male,S1
1381,ABAURA8595_S2,ruderarius,male,S2
1382,ABAURA8595_S3,ruderarius,male,S3
1383,ABAURA8602_P2,ruderarius,male,P2
1384,ABAURA8602_S1,ruderarius,male,S1
1385,ABAURA8602_S2,ruderarius,male,S2
1386,ABAURA8602_S3,ruderarius,male,S3
1387,ABAURA8852_P1,ruderarius,male,P1
1388,ABAURA8852_P2,ruderarius,male,P2
1389,ABAURA8852_S1,ruderarius,male,S1
1390,ABAURA8852_S2,ruderarius,male,S2
1391,ABAURA8852_S3,ruderarius,male,S3
1392,ABAURA8885b_P1,ruderarius,male,P1
1393,ABAURA8885b_P2,ruderarius,male,P2
1394,ABAURA8885b_S1,ruderarius,male,S1
1395,ABAURA8885b_S2,ruderarius,male,S2
1396,ABAURA8885b_S3,ruderarius,male,S3
1397,ABAURA8885c_P1,ruderarius,male,P1
1398,ABAURA8885c_P2,ruderarius,male,P2
1399,ABAURA8885c_S1,ruderarius,male,S1
1400,ABAURA8885c_S2,ruderarius,male,S2
1401,ABAURA8885c_S3,ruderarius,male,S3
1402,ABAURA8885d_P1,ruderarius,male,P1
1403,ABAURA8885d_P2,ruderarius,male,P2
1404,ABAURA8885d_S1,ruderarius,male,S1
1405,ABAURA8885d_S2,ruderarius,male,S2
1406,ABAURA8885d_S3,ruderarius,male,S3
1407,ATBI_GR5_P1,ruderarius,male,P1
1408,ATBI_GR5_P2,ruderarius,male,P2
1409,ATBI_GR5_S1,ruderarius,male,S1
1410,ATBI_GR5_S2,ruderarius,male,S2
1411,ATBI_GR5_S3,ruderarius,male,S3
1412,CD388018_P1,ruderarius,male,P1
1413,CD388018_P2,ruderarius,male,P2
1414,CD388018_S1,ruderarius,male,S1
1415,CD388018_S2,ruderarius,male,S2
1416,CD388018_S3,ruderarius,male,S3
1417,CD388018b_P1,ruderarius,male,P1
1418,CD388018b_P2,ruderarius,male,P2
1419,CD388018b_S1,ruderarius,male,S1
1420,CD388018b_S2,ruderarius,male,S2
1421,CD388018b_S3,ruderarius,male,S3
1422,FR04ABOM220722050_P1,ruderarius,male,P1
1423,FR04ABOM220722050_P2,ruderarius,male,P2
1424,FR04ABOM220722050_S1,ruderarius,male,S1
1425,FR04ABOM220722050_S2,ruderarius,male,S2
1426,FR04ABOM220722050_S3,ruderarius,male,S3
1427,FR04ABOM220722051_P1,ruderarius,male,P1
1428,FR04ABOM220722051_P2,ruderarius,male,P2
1429,FR04ABOM220722051_S1,ruderarius,male,S1
1430,FR04ABOM220722051_S2,ruderarius,male,S2
1431,FR04ABOM220722051_S3,ruderarius,male,S3
1432,FR04ABOM220722054_P1,ruderarius,male,P1
1433,FR04ABOM220722054_P2,ruderarius,male,P2
1434,FR04ABOM220722054_S1,ruderarius,male,S1
1435,FR04ABOM220722054_S2,ruderarius,male,S2
1436,FR04ABOM220722054_S3,ruderarius,male,S3
1437,FR04ABOM220722055_P1,ruderarius,male,P1
1438,FR04ABOM220722055_P2,ruderarius,male,P2
1439,FR04ABOM220722055_S1,ruderarius,male,S1
1440,FR04ABOM220722055_S2,ruderarius,male,S2
1441,FR04ABOM220722055_S3,ruderarius,male,S3
1442,FR04ABOM220722057_P1,ruderarius,male,P1
1443,FR04ABOM220722057_P2,ruderarius,male,P2
1444,FR04ABOM220722057_S1,ruderarius,male,S1
1445,FR04ABOM220722057_S2,ruderarius,male,S2
1446,FR04ABOM220722057_S3,ruderarius,male,S3
1447,FR05ABOM220722023_P1,ruderarius,male,P1
1448,FR05ABOM220722023_P2,ruderarius,male,P2
1449,FR05ABOM220722023_S1,ruderarius,male,S1
1450,FR05ABOM220722023_S2,ruderarius,male,S2
1451,FR05ABOM220722023_S3,ruderarius,male,S3
1452,FR05ABOM220722024_P1,ruderarius,male,P1
1453,FR05ABOM220722024_P2,ruderarius,male,P2
1454,FR05ABOM220722024_S1,ruderarius,male,S1
1455,FR05ABOM220722024_S2,ruderarius,male,S2
1456,FR05ABOM220722024_S3,ruderarius,male,S3
1457,FR05ABOM220722025_P1,ruderarius,male,P1
1458,FR05ABOM220722025_P2,ruderarius,male,P2
1459,FR05ABOM220722025_S1,ruderarius,male,S1
1460,FR05ABOM220722025_S2,ruderarius,male,S2
1461,FR05ABOM220722025_S3,ruderarius,male,S3
1462,FR05ABOM220722028_P1,ruderarius,male,P1
1463,FR05ABOM220722028_P2,ruderarius,male,P2
1464,FR05ABOM220722028_S1,ruderarius,male,S1
1465,FR05ABOM220722028_S2,ruderarius,male,S2
1466,FR05ABOM220722028_S3,ruderarius,male,S3
1467,FR73ABOM120722025_P1,ruderarius,male,P1
1468,FR73ABOM120722025_P2,ruderarius,male,P2
1469,FR73ABOM120722025_S1,ruderarius,male,S1
1470,FR73ABOM120722025_S2,ruderarius,male,S2
1471,FR73ABOM120722025_S3,ruderarius,male,S3
1472,ABAURA7150_P1,ruderarius,queen,P1
1473,ABAURA7150_P2,ruderarius,queen,P2
1474,ABAURA7150_S1,ruderarius,queen,S1
1475,ABAURA7150_S2,ruderarius,queen,S2
1476,ABAURA7150_S3,ruderarius,queen,S3
1477,ABAURA7163_P1,ruderarius,queen,P1
1478,ABAURA7163_P2,ruderarius,queen,P2
1479,ABAURA7163_S1,ruderarius,queen,S1
1480,ABAURA7163_S2,ruderarius,queen,S2
1481,ABAURA7163_S3,ruderarius,queen,S3
1482,ABAURA8150c_P1,ruderarius,queen,P1
1483,ABAURA8150c_P2,ruderarius,queen,P2
1484,ABAURA8150c_S1,ruderarius,queen,S1
1485,ABAURA8150c_S2,ruderarius,queen,S2
1486,ABAURA8150c_S3,ruderarius,queen,S3
1487,ABAURA8885e_P1,ruderarius,queen,P1
1488,ABAURA8885e_P2,ruderarius,queen,P2
1489,ABAURA8885e_S1,ruderarius,queen,S1
1490,ABAURA8885e_S2,ruderarius,queen,S2
1491,ABAURA8885e_S3,ruderarius,queen,S3
1492,ABAURA8885f_P1,ruderarius,queen,P1
1493,ABAURA8885f_P2,ruderarius,queen,P2
1494,ABAURA8885f_S1,ruderarius,queen,S1
1495,ABAURA8885f_S2,ruderarius,queen,S2
1496,ABAURA8885f_S3,ruderarius,queen,S3
1497,2020.00377_P1,ruderarius,worker,P1
1498,2020.00377_P2,ruderarius,worker,P2
1499,2020.00377_S1,ruderarius,worker,S1
1500,2020.00377_S2,ruderarius,worker,S2
1501,2020.00377_S3,ruderarius,worker,S3
1502,ABAURA4902_P1,ruderarius,worker,P1
1503,ABAURA4902_P2,ruderarius,worker,P2
1504,ABAURA4902_S1,ruderarius,worker,S1
1505,ABAURA4902_S2,ruderarius,worker,S2
1506,ABAURA4902_S3,ruderarius,worker,S3
1507,ABAURA4904_P1,ruderarius,worker,P1
1508,ABAURA4904_P2,ruderarius,worker,P2
1509,ABAURA4904_S1,ruderarius,worker,S1
1510,ABAURA4904_S2,ruderarius,worker,S2
1511,ABAURA4904_S3,ruderarius,worker,S3
1512,ABAURA4915_P1,ruderarius,worker,P1
1513,ABAURA4915_P2,ruderarius,worker,P2
1514,ABAURA4915_S1,ruderarius,worker,S1
1515,ABAURA4915_S2,ruderarius,worker,S2
1516,ABAURA4915_S3,ruderarius,worker,S3
1517,ABAURA4923_P1,ruderarius,worker,P1
1518,ABAURA4923_P2,ruderarius,worker,P2
1519,ABAURA4923_S1,ruderarius,worker,S1
1520,ABAURA4923_S2,ruderarius,worker,S2
1521,ABAURA4923_S3,ruderarius,worker,S3
1522,ABAURA4923b_P1,ruderarius,worker,P1
1523,ABAURA4923b_P2,ruderarius,worker,P2
1524,ABAURA4923b_S1,ruderarius,worker,S1
1525,ABAURA4923b_S2,ruderarius,worker,S2
1526,ABAURA4923b_S3,ruderarius,worker,S3
1527,ABAURA4928_P1,ruderarius,worker,P1
1528,ABAURA4928_P2,ruderarius,worker,P2
1529,ABAURA4928_S1,ruderarius,worker,S1
1530,ABAURA4928_S2,ruderarius,worker,S2
1531,ABAURA4928_S3,ruderarius,worker,S3
1532,ABAURA4936_P1,ruderarius,worker,P1
1533,ABAURA4936_P2,ruderarius,worker,P2
1534,ABAURA4936_S1,ruderarius,worker,S1
1535,ABAURA4936_S2,ruderarius,worker,S2
1536,ABAURA4936_S3,ruderarius,worker,S3
1537,ABAURA8150b_P1,ruderarius,worker,P1
1538,ABAURA8150b_P2,ruderarius,worker,P2
1539,ABAURA8150b_S1,ruderarius,worker,S1
1540,ABAURA8150b_S2,ruderarius,worker,S2
1541,ABAURA8150b_S3,ruderarius,worker,S3
1542,ABAURA8205_P1,ruderarius,worker,P1
1543,ABAURA8205_P2,ruderarius,worker,P2
1544,ABAURA8205_S1,ruderarius,worker,S1
1545,ABAURA8205_S2,ruderarius,worker,S2
1546,ABAURA8205_S3,ruderarius,worker,S3
1547,ABAURA8205b_P1,ruderarius,worker,P1
1548,ABAURA8205b_P2,ruderarius,worker,P2
1549,ABAURA8205b_S1,ruderarius,worker,S1
1550,ABAURA8205b_S2,ruderarius,worker,S2
1551,ABAURA8205b_S3,ruderarius,worker,S3
1552,ABAURA8205c_P1,ruderarius,worker,P1
1553,ABAURA8205c_P2,ruderarius,worker,P2
1554,ABAURA8205c_S1,ruderarius,worker,S1
1555,ABAURA8205c_S2,ruderarius,worker,S2
1556,ABAURA8205c_S3,ruderarius,worker,S3
1557,ABAURA8606_P1,ruderarius,worker,P1
1558,ABAURA8606_P2,ruderarius,worker,P2
1559,ABAURA8606_S1,ruderarius,worker,S1
1560,ABAURA8606_S2,ruderarius,worker,S2
1561,ABAURA8606_S3,ruderarius,worker,S3
1562,ABAURA8852b_P1,ruderarius,worker,P1
1563,ABAURA8852b_P2,ruderarius,worker,P2
1564,ABAURA8852b_S1,ruderarius,worker,S1
1565,ABAURA8852b_S2,ruderarius,worker,S2
1566,ABAURA8852b_S3,ruderarius,worker,S3
1567,ABB-2020.00038_P1,ruderarius,worker,P1
1568,ABB-2020.00038_P2,ruderarius,worker,P2
1569,ABB-2020.00038_S1,ruderarius,worker,S1
1570,ABB-2020.00038_S2,ruderarius,worker,S2
1571,ABB-2020.00038_S3,ruderarius,worker,S3
1572,CD387313_P1,ruderarius,worker,P1
1573,CD387313_P2,ruderarius,worker,P2
1574,CD387313_S1,ruderarius,worker,S1
1575,CD387313_S2,ruderarius,worker,S2
1576,CD387313_S3,ruderarius,worker,S3
1577,CD387766b_P1,ruderarius,worker,P1
1578,CD387766b_P2,ruderarius,worker,P2
1579,CD387766b_S1,ruderarius,worker,S1
1580,CD387766b_S2,ruderarius,worker,S2
1581,D264515_P1,ruderarius,worker,P1
1582,D264515_P2,ruderarius,worker,P2
1583,D264515_S1,ruderarius,worker,S1
1584,D264515_S2,ruderarius,worker,S2
1585,D264515_S3,ruderarius,worker,S3
1586,POLLINIS4402_P1,ruderarius,worker,P1
1587,POLLINIS4402_P2,ruderarius,worker,P2
1588,POLLINIS4402_S1,ruderarius,worker,S1
1589,POLLINIS4402_S2,ruderarius,worker,S2
1590,POLLINIS4402_S3,ruderarius,worker,S3
1591,POLLINIS4455_P1,ruderarius,worker,P1
1592,POLLINIS4455_P2,ruderarius,worker,P2
1593,POLLINIS4455_S1,ruderarius,worker,S1
1594,POLLINIS4455_S2,ruderarius,worker,S2
1595,POLLINIS4455_S3,ruderarius,worker,S3
1596,VAN-2019.00795_P1,ruderarius,worker,P1
1597,VAN-2019.00795_P2,ruderarius,worker,P2
1598,VAN-2019.00795_S1,ruderarius,worker,S1
1599,VAN-2019.00795_S2,ruderarius,worker,S2
1600,VAN-2019.00795_S3,ruderarius,worker,S3
1601,15L2021-1420_P1,rupestris,male,P1
1602,15L2021-1420_P2,rupestris,male,P2
1603,15L2021-1420_S1,rupestris,male,S1
1604,15L2021-1420_S2,rupestris,male,S2
1605,15L2021-1420_S3,rupestris,male,S3
1606,15L2021-1498_P1,rupestris,male,P1
1607,15L2021-1498_P2,rupestris,male,P2
1608,15L2021-1498_S1,rupestris,male,S1
1609,15L2021-1498_S2,rupestris,male,S2
1610,15L2021-1498_S3,rupestris,male,S3
1611,15L2021-1499_P1,rupestris,male,P1
1612,15L2021-1499_P2,rupestris,male,P2
1613,15L2021-1499_S1,rupestris,male,S1
1614,15L2021-1499_S2,rupestris,male,S2
